t,r,y,u
1.18000000,180.00000000,180.00001526,0.42643782
1.20000000,180.00000000,186.42858887,0.39793673
1.22000000,180.00000000,173.57144165,0.36151537
1.24000000,180.00000000,180.00001526,0.42643782
1.26000000,180.00000000,180.00001526,0.39793673
1.28000000,180.00000000,186.42858887,0.39793673
1.30000000,180.00000000,173.57144165,0.36151537
1.32000000,180.00000000,180.00001526,0.42643782
1.34000000,180.00000000,186.42858887,0.39793673
1.36000000,180.00000000,173.57144165,0.36151537
1.38000000,180.00000000,180.00001526,0.42643782
1.40000000,180.00000000,180.00001526,0.39793673
1.42000000,180.00000000,186.42858887,0.39793673
1.44000000,180.00000000,173.57144165,0.36151537
1.46000000,180.00000000,180.00001526,0.42643782
1.48000000,180.00000000,180.00001526,0.39793673
1.50000000,270.00000000,186.42858887,0.39793673
1.52000000,270.00000000,173.57144165,0.36151537
1.54000000,270.00000000,186.42858887,0.53732198
1.56000000,270.00000000,192.85716248,0.58328384
1.58000000,270.00000000,205.71429443,0.64982641
1.60000000,270.00000000,225.00003052,0.67202747
1.62000000,270.00000000,231.42857361,0.64196634
1.64000000,270.00000000,244.28573608,0.66098726
1.66000000,270.00000000,257.14288330,0.63566625
1.68000000,270.00000000,263.57147217,0.59450489
1.70000000,270.00000000,270.00000000,0.57392395
1.72000000,270.00000000,270.00000000,0.54542315
1.74000000,270.00000000,276.42858887,0.54542315
1.76000000,270.00000000,276.42858887,0.50900167
1.78000000,270.00000000,276.42858887,0.50108141
1.80000000,270.00000000,276.42858887,0.49316117
1.82000000,270.00000000,276.42858887,0.48524091
1.84000000,270.00000000,270.00000000,0.47732064
1.86000000,270.00000000,276.42858887,0.50582182
1.88000000,270.00000000,270.00000000,0.46940038
1.90000000,270.00000000,270.00000000,0.49790153
1.92000000,270.00000000,270.00000000,0.49790153
1.94000000,270.00000000,270.00000000,0.49790153
1.96000000,270.00000000,270.00000000,0.49790153
1.98000000,270.00000000,270.00000000,0.49790153
2.00000000,270.00000000,263.57147217,0.49790153
2.02000000,270.00000000,270.00000000,0.53432262
2.04000000,270.00000000,270.00000000,0.50582182
2.06000000,270.00000000,270.00000000,0.50582182
2.08000000,270.00000000,270.00000000,0.50582182
2.10000000,270.00000000,276.42858887,0.50582182
2.12000000,270.00000000,263.57147217,0.46940038
2.14000000,270.00000000,270.00000000,0.53432262
2.16000000,270.00000000,270.00000000,0.50582182
2.18000000,270.00000000,270.00000000,0.50582182
2.20000000,270.00000000,276.42858887,0.50582182
2.22000000,270.00000000,263.57147217,0.46940038
2.24000000,270.00000000,270.00000000,0.53432262
2.26000000,270.00000000,270.00000000,0.50582182
2.28000000,270.00000000,270.00000000,0.50582182
2.30000000,270.00000000,270.00000000,0.50582182
2.32000000,270.00000000,270.00000000,0.50582182
2.34000000,270.00000000,276.42858887,0.50582182
2.36000000,270.00000000,263.57147217,0.46940038
2.38000000,270.00000000,270.00000000,0.53432262
2.40000000,270.00000000,270.00000000,0.50582182
2.42000000,270.00000000,270.00000000,0.50582182
2.44000000,270.00000000,276.42858887,0.50582182
2.46000000,270.00000000,263.57147217,0.46940038
2.48000000,270.00000000,263.57147217,0.53432262
2.50000000,270.00000000,276.42858887,0.54224288
2.52000000,270.00000000,270.00000000,0.47732064
2.54000000,270.00000000,270.00000000,0.50582182
2.56000000,270.00000000,270.00000000,0.50582182
2.58000000,270.00000000,276.42858887,0.50582182
2.60000000,270.00000000,270.00000000,0.46940038
2.62000000,270.00000000,270.00000000,0.49790153
2.64000000,270.00000000,270.00000000,0.49790153
2.66000000,270.00000000,270.00000000,0.49790153
2.68000000,270.00000000,270.00000000,0.49790153
2.70000000,270.00000000,270.00000000,0.49790153
2.72000000,270.00000000,270.00000000,0.49790153
2.74000000,270.00000000,270.00000000,0.49790153
2.76000000,270.00000000,270.00000000,0.49790153
2.78000000,270.00000000,276.42858887,0.49790153
2.80000000,270.00000000,270.00000000,0.46148011
2.82000000,270.00000000,263.57147217,0.48998126
2.84000000,270.00000000,270.00000000,0.52640235
2.86000000,270.00000000,270.00000000,0.49790153
2.88000000,270.00000000,270.00000000,0.49790153
2.90000000,270.00000000,270.00000000,0.49790153
2.92000000,270.00000000,270.00000000,0.49790153
2.94000000,270.00000000,270.00000000,0.49790153
2.96000000,270.00000000,270.00000000,0.49790153
2.98000000,270.00000000,270.00000000,0.49790153
3.00000000,360.00000000,270.00000000,0.49790153
3.02000000,360.00000000,270.00000000,0.49790153
3.04000000,360.00000000,276.42858887,0.60878575
3.06000000,360.00000000,282.85714722,0.68324846
3.08000000,360.00000000,295.71432495,0.74979115
3.10000000,360.00000000,308.57144165,0.77199191
3.12000000,360.00000000,321.42858887,0.77835226
3.14000000,360.00000000,327.85717773,0.76887190
3.16000000,360.00000000,347.14288330,0.77997231
3.18000000,360.00000000,347.14288330,0.71030992
3.20000000,360.00000000,353.57144165,0.72615045
3.22000000,360.00000000,360.00003052,0.70556968
3.24000000,360.00000000,366.42858887,0.67706853
3.26000000,360.00000000,360.00003052,0.64064723
3.28000000,360.00000000,360.00003052,0.66914827
3.30000000,360.00000000,366.42858887,0.66914827
3.32000000,360.00000000,366.42858887,0.63272697
3.34000000,360.00000000,360.00003052,0.62480670
3.36000000,360.00000000,366.42858887,0.65330774
3.38000000,360.00000000,366.42858887,0.61688644
3.40000000,360.00000000,366.42858887,0.60896617
3.42000000,360.00000000,360.00003052,0.60104591
3.44000000,360.00000000,360.00003052,0.62954694
3.46000000,360.00000000,366.42858887,0.62954694
3.48000000,360.00000000,353.57144165,0.59312564
3.50000000,360.00000000,360.00003052,0.65804809
3.52000000,360.00000000,360.00003052,0.62954694
3.54000000,360.00000000,360.00003052,0.62954694
3.56000000,360.00000000,353.57144165,0.62954694
3.58000000,360.00000000,360.00003052,0.66596836
3.60000000,360.00000000,360.00003052,0.63746721
3.62000000,360.00000000,360.00003052,0.63746721
3.64000000,360.00000000,360.00003052,0.63746721
3.66000000,360.00000000,360.00003052,0.63746721
3.68000000,360.00000000,360.00003052,0.63746721
3.70000000,360.00000000,360.00003052,0.63746721
3.72000000,360.00000000,366.42858887,0.63746721
3.74000000,360.00000000,353.57144165,0.60104591
3.76000000,360.00000000,360.00003052,0.66596836
3.78000000,360.00000000,360.00003052,0.63746721
3.80000000,360.00000000,360.00003052,0.63746721
3.82000000,360.00000000,360.00003052,0.63746721
3.84000000,360.00000000,360.00003052,0.63746721
3.86000000,360.00000000,360.00003052,0.63746721
3.88000000,360.00000000,360.00003052,0.63746721
3.90000000,360.00000000,360.00003052,0.63746721
3.92000000,360.00000000,360.00003052,0.63746721
3.94000000,360.00000000,360.00003052,0.63746721
3.96000000,360.00000000,360.00003052,0.63746721
3.98000000,360.00000000,360.00003052,0.63746721
4.00000000,360.00000000,360.00003052,0.63746721
4.02000000,360.00000000,360.00003052,0.63746721
4.04000000,360.00000000,360.00003052,0.63746721
4.06000000,360.00000000,360.00003052,0.63746721
4.08000000,360.00000000,360.00003052,0.63746721
4.10000000,360.00000000,360.00003052,0.63746721
4.12000000,360.00000000,360.00003052,0.63746721
4.14000000,360.00000000,360.00003052,0.63746721
4.16000000,360.00000000,360.00003052,0.63746721
4.18000000,360.00000000,360.00003052,0.63746721
4.20000000,360.00000000,360.00003052,0.63746721
4.22000000,360.00000000,360.00003052,0.63746721
4.24000000,360.00000000,360.00003052,0.63746721
4.26000000,360.00000000,360.00003052,0.63746721
4.28000000,360.00000000,360.00003052,0.63746721
4.30000000,360.00000000,360.00003052,0.63746721
4.32000000,360.00000000,360.00003052,0.63746721
4.34000000,360.00000000,360.00003052,0.63746721
4.36000000,360.00000000,360.00003052,0.63746721
4.38000000,360.00000000,360.00003052,0.63746721
4.40000000,360.00000000,360.00003052,0.63746721
4.42000000,360.00000000,360.00003052,0.63746721
4.44000000,360.00000000,360.00003052,0.63746721
4.46000000,360.00000000,360.00003052,0.63746721
4.48000000,360.00000000,360.00003052,0.63746721
4.50000000,450.00000000,360.00003052,0.63746721
4.52000000,450.00000000,360.00003052,0.63746721
4.54000000,450.00000000,366.42858887,0.74835140
4.56000000,450.00000000,366.42858887,0.82281429
4.58000000,450.00000000,385.71432495,0.92577821
4.60000000,450.00000000,392.14288330,0.91947800
4.62000000,450.00000000,405.00003052,0.96225959
4.64000000,450.00000000,417.85717773,0.96069956
4.66000000,450.00000000,424.28576660,0.94329894
4.68000000,450.00000000,430.71432495,0.94647902
4.70000000,450.00000000,443.57147217,0.94173884
4.72000000,450.00000000,443.57147217,0.89265692
4.74000000,450.00000000,450.00006104,0.90057719
4.76000000,450.00000000,450.00006104,0.87207603
4.78000000,450.00000000,456.42858887,0.87207603
4.80000000,450.00000000,456.42858887,0.83565491
4.82000000,450.00000000,456.42858887,0.82773465
4.84000000,450.00000000,456.42858887,0.81981438
4.86000000,450.00000000,456.42858887,0.81189412
4.88000000,450.00000000,450.00006104,0.80397385
4.90000000,450.00000000,456.42858887,0.83247471
4.92000000,450.00000000,456.42858887,0.79605359
4.94000000,450.00000000,450.00006104,0.78813332
4.96000000,450.00000000,456.42858887,0.81663418
4.98000000,450.00000000,450.00006104,0.78021306
5.00000000,450.00000000,450.00006104,0.80871391
5.02000000,450.00000000,450.00006104,0.80871391
5.04000000,450.00000000,450.00006104,0.80871391
5.06000000,450.00000000,450.00006104,0.80871391
5.08000000,450.00000000,450.00006104,0.80871391
5.10000000,450.00000000,450.00006104,0.80871391
5.12000000,450.00000000,450.00006104,0.80871391
5.14000000,450.00000000,450.00006104,0.80871391
5.16000000,450.00000000,450.00006104,0.80871391
5.18000000,450.00000000,450.00006104,0.80871391
5.20000000,450.00000000,456.42858887,0.80871391
5.22000000,450.00000000,450.00006104,0.77229279
5.24000000,450.00000000,443.57147217,0.80079365
5.26000000,450.00000000,450.00006104,0.83721507
5.28000000,450.00000000,450.00006104,0.80871391
5.30000000,450.00000000,450.00006104,0.80871391
5.32000000,450.00000000,450.00006104,0.80871391
5.34000000,450.00000000,450.00006104,0.80871391
5.36000000,450.00000000,450.00006104,0.80871391
5.38000000,450.00000000,456.42858887,0.80871391
5.40000000,450.00000000,443.57147217,0.77229279
5.42000000,450.00000000,450.00006104,0.83721507
5.44000000,450.00000000,443.57147217,0.80871391
5.46000000,450.00000000,450.00006104,0.84513533
5.48000000,450.00000000,450.00006104,0.81663418
5.50000000,450.00000000,450.00006104,0.81663418
5.52000000,450.00000000,456.42858887,0.81663418
5.54000000,450.00000000,450.00006104,0.78021306
5.56000000,450.00000000,450.00006104,0.80871391
5.58000000,450.00000000,450.00006104,0.80871391
5.60000000,450.00000000,450.00006104,0.80871391
5.62000000,450.00000000,450.00006104,0.80871391
5.64000000,450.00000000,450.00006104,0.80871391
5.66000000,450.00000000,450.00006104,0.80871391
5.68000000,450.00000000,450.00006104,0.80871391
5.70000000,450.00000000,450.00006104,0.80871391
5.72000000,450.00000000,450.00006104,0.80871391
5.74000000,450.00000000,450.00006104,0.80871391
5.76000000,450.00000000,450.00006104,0.80871391
5.78000000,450.00000000,450.00006104,0.80871391
5.80000000,450.00000000,450.00006104,0.80871391
5.82000000,450.00000000,450.00006104,0.80871391
5.84000000,450.00000000,450.00006104,0.80871391
5.86000000,450.00000000,450.00006104,0.80871391
5.88000000,450.00000000,450.00006104,0.80871391
5.90000000,450.00000000,450.00006104,0.80871391
5.92000000,450.00000000,456.42858887,0.80871391
5.94000000,450.00000000,450.00006104,0.77229279
5.96000000,450.00000000,450.00006104,0.80079365
5.98000000,450.00000000,443.57147217,0.80079365
6.00000000,540.00000000,450.00006104,0.83721507
6.02000000,540.00000000,456.42858887,0.80871391
6.04000000,540.00000000,450.00006104,0.88317698
6.06000000,540.00000000,456.42858887,1.02256203
6.08000000,540.00000000,469.28573608,1.09702516
6.10000000,540.00000000,475.71432495,1.12714636
6.12000000,540.00000000,482.14288330,1.17784822
6.14000000,540.00000000,501.42861938,1.22062993
6.16000000,540.00000000,501.42861938,1.18264842
6.18000000,540.00000000,514.28576660,1.23017001
6.20000000,540.00000000,520.71435547,1.20484889
6.22000000,540.00000000,527.14294434,1.20010841
6.24000000,540.00000000,527.14294434,1.18744779
6.26000000,540.00000000,533.57147217,1.20328832
6.28000000,540.00000000,540.00000000,1.18270779
6.30000000,540.00000000,540.00000000,1.15420699
6.32000000,540.00000000,540.00000000,1.15420699
6.34000000,540.00000000,540.00000000,1.15420699
6.36000000,540.00000000,546.42858887,1.15420699
6.38000000,540.00000000,540.00000000,1.11778545
6.40000000,540.00000000,540.00000000,1.14628673
6.42000000,540.00000000,546.42858887,1.14628673
6.44000000,540.00000000,546.42858887,1.10986519
6.46000000,540.00000000,546.42858887,1.10194492
6.48000000,540.00000000,540.00000000,1.09402466
6.50000000,540.00000000,546.42858887,1.12252593
6.52000000,540.00000000,540.00000000,1.08610439
6.54000000,540.00000000,546.42858887,1.11460567
6.56000000,540.00000000,540.00000000,1.07818413
6.58000000,540.00000000,546.42858887,1.10668540
6.60000000,540.00000000,540.00000000,1.07026386
6.62000000,540.00000000,546.42858887,1.09876513
6.64000000,540.00000000,540.00000000,1.06234360
6.66000000,540.00000000,540.00000000,1.09084487
6.68000000,540.00000000,546.42858887,1.09084487
6.70000000,540.00000000,540.00000000,1.05442333
6.72000000,540.00000000,533.57147217,1.08292460
6.74000000,540.00000000,540.00000000,1.11934566
6.76000000,540.00000000,540.00000000,1.09084487
6.78000000,540.00000000,540.00000000,1.09084487
6.80000000,540.00000000,540.00000000,1.09084487
6.82000000,540.00000000,540.00000000,1.09084487
6.84000000,540.00000000,540.00000000,1.09084487
6.86000000,540.00000000,533.57147217,1.09084487
6.88000000,540.00000000,540.00000000,1.12726593
6.90000000,540.00000000,540.00000000,1.09876513
6.92000000,540.00000000,540.00000000,1.09876513
6.94000000,540.00000000,540.00000000,1.09876513
6.96000000,540.00000000,540.00000000,1.09876513
6.98000000,540.00000000,540.00000000,1.09876513
7.00000000,540.00000000,540.00000000,1.09876513
7.02000000,540.00000000,546.42858887,1.09876513
7.04000000,540.00000000,540.00000000,1.06234360
7.06000000,540.00000000,533.57147217,1.09084487
7.08000000,540.00000000,540.00000000,1.12726593
7.10000000,540.00000000,540.00000000,1.09876513
7.12000000,540.00000000,540.00000000,1.09876513
7.14000000,540.00000000,540.00000000,1.09876513
7.16000000,540.00000000,540.00000000,1.09876513
7.18000000,540.00000000,540.00000000,1.09876513
7.20000000,540.00000000,540.00000000,1.09876513
7.22000000,540.00000000,540.00000000,1.09876513
7.24000000,540.00000000,540.00000000,1.09876513
7.26000000,540.00000000,540.00000000,1.09876513
7.28000000,540.00000000,540.00000000,1.09876513
7.30000000,540.00000000,540.00000000,1.09876513
7.32000000,540.00000000,540.00000000,1.09876513
7.34000000,540.00000000,540.00000000,1.09876513
7.36000000,540.00000000,540.00000000,1.09876513
7.38000000,540.00000000,540.00000000,1.09876513
7.40000000,540.00000000,540.00000000,1.09876513
7.42000000,540.00000000,540.00000000,1.09876513
7.44000000,540.00000000,540.00000000,1.09876513
7.46000000,540.00000000,540.00000000,1.09876513
7.48000000,540.00000000,540.00000000,1.09876513
7.50000000,620.00000000,540.00000000,1.09876513
7.52000000,620.00000000,540.00000000,1.09876513
7.54000000,620.00000000,546.42858887,1.19732881
7.56000000,620.00000000,540.00000000,1.25947094
7.58000000,620.00000000,552.85717773,1.38653588
7.60000000,620.00000000,559.28576660,1.41225660
7.62000000,620.00000000,565.71429443,1.45855832
7.64000000,620.00000000,578.57147217,1.49694014
7.66000000,620.00000000,578.57147217,1.49097979
7.68000000,620.00000000,585.00006104,1.54202187
7.70000000,620.00000000,591.42864990,1.55664253
7.72000000,620.00000000,597.85717773,1.56334245
7.74000000,620.00000000,597.85717773,1.56212246
7.76000000,620.00000000,610.71435547,1.58940327
7.78000000,620.00000000,604.28576660,1.54384112
7.80000000,620.00000000,610.71435547,1.59170294
7.82000000,620.00000000,617.14288330,1.57464194
7.84000000,620.00000000,610.71435547,1.54966116
7.86000000,620.00000000,617.14288330,1.58960223
7.88000000,620.00000000,617.14288330,1.56462145
7.90000000,620.00000000,623.57147217,1.56814146
7.92000000,620.00000000,617.14288330,1.53524005
7.94000000,620.00000000,617.14288330,1.56726122
7.96000000,620.00000000,623.57147217,1.57078123
7.98000000,620.00000000,623.57147217,1.53787982
8.00000000,620.00000000,617.14288330,1.53347957
8.02000000,620.00000000,623.57147217,1.56550074
8.04000000,620.00000000,623.57147217,1.53259933
8.06000000,620.00000000,617.14288330,1.52819908
8.08000000,620.00000000,623.57147217,1.56022024
8.10000000,620.00000000,623.57147217,1.52731884
8.12000000,620.00000000,617.14288330,1.52291858
8.14000000,620.00000000,623.57147217,1.55493975
8.16000000,620.00000000,623.57147217,1.52203834
8.18000000,620.00000000,617.14288330,1.51763809
8.20000000,620.00000000,623.57147217,1.54965925
8.22000000,620.00000000,623.57147217,1.51675785
8.24000000,620.00000000,617.14288330,1.51235759
8.26000000,620.00000000,623.57147217,1.54437876
8.28000000,620.00000000,617.14288330,1.51147735
8.30000000,620.00000000,623.57147217,1.54349852
8.32000000,620.00000000,617.14288330,1.51059711
8.34000000,620.00000000,623.57147217,1.54261827
8.36000000,620.00000000,623.57147217,1.50971687
8.38000000,620.00000000,617.14288330,1.50531662
8.40000000,620.00000000,617.14288330,1.53733778
8.42000000,620.00000000,617.14288330,1.54085779
8.44000000,620.00000000,623.57147217,1.54437780
8.46000000,620.00000000,617.14288330,1.51147640
8.48000000,620.00000000,623.57147217,1.54349756
8.50000000,620.00000000,617.14288330,1.51059616
8.52000000,620.00000000,623.57147217,1.54261732
8.54000000,620.00000000,617.14288330,1.50971591
8.56000000,620.00000000,623.57147217,1.54173708
8.58000000,620.00000000,623.57147217,1.50883567
8.60000000,620.00000000,617.14288330,1.50443542
8.62000000,620.00000000,617.14288330,1.53645658
8.64000000,620.00000000,623.57147217,1.53997660
8.66000000,620.00000000,617.14288330,1.50707519
8.68000000,620.00000000,623.57147217,1.53909636
8.70000000,620.00000000,617.14288330,1.50619495
8.72000000,620.00000000,623.57147217,1.53821611
8.74000000,620.00000000,617.14288330,1.50531471
8.76000000,620.00000000,623.57147217,1.53733587
8.78000000,620.00000000,617.14288330,1.50443447
8.80000000,620.00000000,617.14288330,1.53645563
8.82000000,620.00000000,623.57147217,1.53997564
8.84000000,620.00000000,623.57147217,1.50707424
8.86000000,620.00000000,617.14288330,1.50267398
8.88000000,620.00000000,617.14288330,1.53469515
8.90000000,620.00000000,623.57147217,1.53821516
8.92000000,620.00000000,617.14288330,1.50531375
8.94000000,620.00000000,623.57147217,1.53733492
8.96000000,620.00000000,617.14288330,1.50443351
8.98000000,620.00000000,623.57147217,1.53645468
